Reading No,Time,Type,Duration,Units,Sequence,Flags,SAMPLE,OBJNAME,X,Y,area,element,Al2O3,Al2O3 Error,FeO,FeO Error,MgO,MgO Error,Cr2O3,Cr2O3 Error,Mg,Mg Error,Al,Al Error,Bal,Bal Error,Si,Si Error,P,P Error,S,S Error,Cl,Cl Error,K,K Error,Ca,Ca Error,Ti,Ti Error,V,V Error,Cr,Cr Error,Mn,Mn Error,Fe,Fe Error,Co,Co Error,Ni,Ni Error,Cu,Cu Error,Zn,Zn Error,As,As Error,Se,Se Error,Rb,Rb Error,Sr,Sr Error,Zr,Zr Error,Nb,Nb Error,Mo,Mo Error,Pd,Pd Error,Ag,Ag Error,Cd,Cd Error,Sn,Sn Error,Sb,Sb Error,Ba,Ba Error,W,W Error,Au,Au Error,Pb,Pb Error,Bi,Bi Error
98,6/1/2007 0:35,Mining,124,%,Final,,SA031,SA031,371374.0512,7217629.837,A,undetermined,0.296,0,3.281,0,0,0,0.012,0,< LOD,0.209,0.157,0.036,91.047,0.049,3.62,0.06,0.742,0.02,0.09,0.008,0.056,0.003,0.841,0.021,0.47,0.025,0.268,0.006,0.008,0.003,0.008,0.002,0.079,0.008,2.55,0.025,< LOD,0.01,< LOD,0.004,< LOD,0.002,0.003,0.001,< LOD,0.002,< LOD,0.002,0.002,0.001,< LOD,0.002,0.028,0.001,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,0.026,0.004,< LOD,0.005,< LOD,0.002,< LOD,0.002,< LOD,0.002
99,6/1/2007 0:40,Mining,122.81,%,Final,,SA032,SA032,371375.8352,7217629.966,A,undetermined,0.236,0,3.319,0,0,0,0.013,0,< LOD,0.217,0.125,0.035,90.863,0.05,3.754,0.062,0.767,0.021,0.087,0.008,0.059,0.003,0.874,0.022,0.434,0.024,0.3,0.006,0.008,0.003,0.009,0.002,0.069,0.008,2.58,0.027,< LOD,0.01,< LOD,0.004,0.002,0.001,0.002,0.001,< LOD,0.002,< LOD,0.002,0.002,0.001,< LOD,0.002,0.041,0.001,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,0.021,0.004,< LOD,0.005,< LOD,0.002,< LOD,0.002,< LOD,0.002
100,6/1/2007 0:48,Mining,125.46,%,Final,,SA033,SA033,371377.8879,7217629.953,A,undetermined,0.249,0,3.275,0,0.318,0,0.012,0,< LOD,0.231,0.132,0.034,90.706,0.051,3.657,0.058,0.75,0.019,0.087,0.008,0.056,0.003,0.888,0.022,0.524,0.026,0.291,0.007,0.008,0.003,0.008,0.002,0.091,0.008,2.546,0.026,< LOD,0.01,< LOD,0.004,< LOD,0.002,0.003,0.001,< LOD,0.002,< LOD,0.002,0.002,0.001,0.002,0.001,0.031,0.001,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,0.024,0.004,< LOD,0.005,< LOD,0.002,< LOD,0.002,< LOD,0.002
101,6/1/2007 0:52,Mining,122.6,%,Final,,SA034,SA034,371379.7587,7217629.924,A,undetermined,0.269,0,3.167,0,0,0,0.013,0,< LOD,0.225,0.142,0.036,91.105,0.048,3.501,0.06,0.755,0.02,0.082,0.008,0.058,0.003,0.925,0.023,0.549,0.027,0.269,0.007,0.008,0.003,0.009,0.002,0.077,0.008,2.461,0.025,< LOD,0.01,< LOD,0.004,< LOD,0.002,0.002,0.001,< LOD,0.002,< LOD,0.002,0.002,0.001,< LOD,0.002,0.026,0.001,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,0.025,0.004,< LOD,0.005,< LOD,0.002,< LOD,0.002,< LOD,0.002
102,6/1/2007 0:57,Mining,122.54,%,Final,,SA035,SA035,371381.8205,7217630.044,A,undetermined,0.184,0,3.187,0,0,0,0.012,0,< LOD,0.221,0.097,0.035,91.131,0.049,3.515,0.06,0.789,0.021,0.089,0.008,0.057,0.003,0.92,0.023,0.491,0.026,0.275,0.007,0.01,0.003,0.009,0.002,0.073,0.008,2.477,0.026,< LOD,0.01,< LOD,0.004,< LOD,0.002,0.002,0.001,< LOD,0.002,< LOD,0.002,0.002,0.001,< LOD,0.002,0.034,0.001,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,0.023,0.004,< LOD,0.005,< LOD,0.002,< LOD,0.002,< LOD,0.002
103,6/1/2007 1:00,Mining,121.11,%,Final,,SA036,SA036,371383.9792,7217629.993,A,undetermined,0.31,0,2.928,0,0,0,0.012,0,< LOD,0.217,0.164,0.035,91.134,0.05,3.805,0.061,0.781,0.02,0.089,0.008,0.059,0.003,0.83,0.021,0.457,0.025,0.272,0.006,0.007,0.003,0.008,0.002,0.063,0.008,2.276,0.025,< LOD,0.01,< LOD,0.004,< LOD,0.002,0.002,0.001,< LOD,0.002,< LOD,0.002,0.002,0.001,< LOD,0.002,0.029,0.001,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,0.016,0.004,< LOD,0.005,< LOD,0.002,< LOD,0.002,< LOD,0.002
104,6/1/2007 1:06,Mining,123.6,%,Final,,SA037,SA037,371385.8695,7217630.119,A,undetermined,0.367,0,3.424,0,0,0,0.011,0,< LOD,0.21,0.194,0.038,90.383,0.052,3.945,0.063,0.79,0.021,0.089,0.008,0.058,0.003,0.906,0.023,0.53,0.027,0.281,0.007,0.009,0.003,0.008,0.002,0.083,0.008,2.661,0.027,< LOD,0.01,< LOD,0.004,< LOD,0.003,0.003,0.001,< LOD,0.002,< LOD,0.002,0.002,0.001,0.002,0.001,0.029,0.001,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,0.024,0.004,< LOD,0.005,< LOD,0.002,< LOD,0.002,< LOD,0.002
105,6/1/2007 1:10,Mining,122.09,%,Final,,SA038,SA038,371385.7826,7217628.166,A,undetermined,0.281,0,2.903,0,0,0,0.011,0,< LOD,0.278,0.149,0.036,91.232,0.048,3.66,0.061,0.825,0.021,0.089,0.008,0.058,0.003,0.818,0.021,0.519,0.026,0.268,0.006,0.006,0.003,0.007,0.002,0.058,0.008,2.256,0.024,< LOD,0.009,< LOD,0.004,< LOD,0.002,0.003,0.001,< LOD,0.002,< LOD,0.002,0.002,0.001,0.002,0.001,0.026,0.001,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,0.021,0.004,< LOD,0.005,< LOD,0.002,< LOD,0.002,< LOD,0.002
106,6/1/2007 1:14,Mining,122.91,%,Final,,SA039,SA039,371385.7032,7217626.199,A,undetermined,0.36,0,3.601,0,0,0,0.016,0,< LOD,0.218,0.19,0.038,90.433,0.052,3.32,0.059,0.798,0.021,0.103,0.009,0.057,0.003,0.98,0.024,0.809,0.033,0.309,0.007,0.01,0.003,0.011,0.003,0.118,0.009,2.799,0.028,< LOD,0.011,< LOD,0.004,< LOD,0.002,0.007,0.001,< LOD,0.002,< LOD,0.002,0.003,0.001,0.002,0.001,0.023,0.001,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,0.024,0.004,< LOD,0.005,< LOD,0.002,< LOD,0.002,< LOD,0.002
107,6/1/2007 1:20,Mining,121.9,%,Final,,SA040,SA040,371385.7934,7217624.145,A,undetermined,0.398,0,3.638,0,0,0,0.011,0,< LOD,0.237,0.211,0.039,90.172,0.054,3.512,0.061,0.823,0.021,0.095,0.008,0.063,0.003,0.894,0.024,0.926,0.035,0.262,0.007,0.01,0.003,0.008,0.003,0.131,0.009,2.828,0.028,< LOD,0.011,< LOD,0.004,< LOD,0.002,0.006,0.001,< LOD,0.002,< LOD,0.002,0.003,0.001,0.002,0.001,0.026,0.001,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,0.024,0.004,< LOD,0.005,< LOD,0.002,< LOD,0.002,< LOD,0.002
108,6/1/2007 1:25,Mining,123.23,%,Final,,SA041,SA041,371385.8081,7217622.135,A,midden_1,0.335,0,3.207,0,0,0,0.011,0,< LOD,0.39,0.177,0.042,89.08,0.06,3.18,0.061,0.771,0.022,0.089,0.009,0.057,0.004,0.761,0.021,2.975,0.057,0.245,0.007,0.008,0.003,0.007,0.003,0.094,0.009,2.493,0.026,< LOD,0.01,< LOD,0.004,< LOD,0.002,0.006,0.001,< LOD,0.002,< LOD,0.002,0.002,0.001,0.004,0.001,0.026,0.001,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,0.022,0.004,< LOD,0.005,< LOD,0.002,< LOD,0.002,< LOD,0.002
109,6/1/2007 1:29,Mining,121.25,%,Final,,SA042,SA042,371385.9411,7217620.117,A,midden_1,0.351,0,3.489,0,0,0,0.013,0,< LOD,0.291,0.186,0.049,86.96,0.072,2.813,0.062,0.768,0.024,0.091,0.01,0.058,0.004,0.859,0.023,5.103,0.073,0.254,0.007,0.009,0.003,0.009,0.003,0.107,0.009,2.712,0.028,< LOD,0.011,< LOD,0.004,< LOD,0.002,0.005,0.001,< LOD,0.002,< LOD,0.002,0.003,0.001,0.006,0.001,0.028,0.001,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,0.025,0.004,< LOD,0.005,< LOD,0.002,< LOD,0.002,< LOD,0.002
110,6/1/2007 1:39,Mining,122.68,%,Final,,SA043,SA043,371387.8571,7217620.129,A,midden_1,0.388,0,3.14,0,0,0,0.011,0,< LOD,0.321,0.206,0.05,86.932,0.072,2.761,0.061,0.766,0.024,0.079,0.01,0.055,0.004,0.781,0.021,5.572,0.075,0.221,0.006,0.007,0.003,0.007,0.003,0.101,0.009,2.441,0.027,< LOD,0.01,< LOD,0.004,0.003,0.001,0.005,0.001,< LOD,0.002,< LOD,0.002,0.003,0.001,0.007,0.001,0.027,0.001,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,0.024,0.004,< LOD,0.005,< LOD,0.002,< LOD,0.002,< LOD,0.002
111,6/1/2007 1:43,Mining,122.85,%,Final,,SA044,SA044,371387.7251,7217622.058,A,midden_1,0.398,0,3.532,0,0.392,0,0.013,0,< LOD,0.292,0.211,0.045,88.116,0.064,3.32,0.063,0.79,0.022,0.092,0.009,0.061,0.004,0.786,0.021,3.194,0.057,0.261,0.007,0.007,0.003,0.009,0.003,0.099,0.009,2.746,0.027,< LOD,0.01,< LOD,0.004,0.002,0.001,0.005,0.001,< LOD,0.002,< LOD,0.002,0.003,0.001,0.005,0.001,0.034,0.001,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,0.023,0.004,< LOD,0.005,< LOD,0.002,< LOD,0.002,< LOD,0.002
112,6/1/2007 1:50,Mining,123.91,%,Final,,SA045,SA045,371387.6723,7217624.055,A,undetermined,0.289,0,3.248,0,0,0,0.012,0,< LOD,0.302,0.153,0.037,90.297,0.054,3.617,0.061,0.842,0.021,0.094,0.008,0.059,0.003,0.822,0.022,1.178,0.038,0.239,0.006,0.01,0.003,0.008,0.002,0.089,0.008,2.525,0.026,< LOD,0.01,< LOD,0.004,< LOD,0.002,0.005,0.001,< LOD,0.002,< LOD,0.002,0.003,0.001,0.002,0.001,0.023,0.001,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,0.03,0.004,< LOD,0.005,< LOD,0.002,< LOD,0.002,< LOD,0.002
113,6/1/2007 1:54,Mining,123.74,%,Final,,SA046,SA046,371387.7333,7217626.076,A,undetermined,0.314,0,3.321,0,0,0,0.014,0,< LOD,0.226,0.166,0.037,90.896,0.049,3.337,0.059,0.809,0.021,0.095,0.008,0.059,0.003,0.869,0.022,0.738,0.031,0.269,0.006,0.01,0.003,0.01,0.002,0.103,0.009,2.581,0.026,< LOD,0.01,< LOD,0.004,< LOD,0.003,0.005,0.001,< LOD,0.002,< LOD,0.002,0.003,0.001,0.002,0.001,0.023,0.001,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,0.02,0.004,< LOD,0.005,< LOD,0.002,< LOD,0.002,< LOD,0.002
114,6/1/2007 2:02,Mining,122.05,%,Final,,SA047,SA047,371387.7116,7217628.023,A,undetermined,0.347,0,3.038,0,0.357,0,0.011,0,< LOD,0.246,0.184,0.037,90.732,0.051,3.771,0.062,0.82,0.021,0.09,0.008,0.059,0.003,0.817,0.022,0.551,0.027,0.261,0.006,0.007,0.003,0.008,0.002,0.069,0.008,2.361,0.025,< LOD,0.01,< LOD,0.004,< LOD,0.002,0.004,0.001,< LOD,0.002,< LOD,0.002,0.002,0.001,< LOD,0.002,0.025,0.001,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,0.02,0.004,< LOD,0.005,< LOD,0.002,< LOD,0.002,< LOD,0.002
115,6/1/2007 2:07,Mining,123.18,%,Final,,SA048,SA048,371387.7799,7217630.053,A,undetermined,0.369,0,3.201,0,0,0,0.009,0,< LOD,0.37,0.195,0.038,90.961,0.049,3.619,0.062,0.772,0.021,0.091,0.008,0.058,0.003,0.816,0.022,0.584,0.028,0.268,0.006,0.008,0.003,0.006,0.002,0.071,0.008,2.488,0.026,< LOD,0.01,< LOD,0.004,< LOD,0.002,0.004,0.001,< LOD,0.002,< LOD,0.002,0.002,0.001,0.002,0.001,0.03,0.001,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,0.022,0.004,< LOD,0.005,< LOD,0.002,< LOD,0.002,< LOD,0.002
116,6/1/2007 2:12,Mining,124.19,%,Final,,SA049,SA049,371389.8226,7217629.951,A,undetermined,0.34,0,2.972,0,0,0,0.01,0,< LOD,0.338,0.18,0.037,90.87,0.05,3.995,0.064,0.816,0.021,0.095,0.009,0.233,0.005,0.716,0.02,0.349,0.022,0.295,0.006,0.005,0.003,0.007,0.002,0.066,0.008,2.31,0.024,< LOD,0.009,< LOD,0.004,< LOD,0.002,0.003,0.001,< LOD,0.002,< LOD,0.002,0.002,0.001,< LOD,0.002,0.034,0.001,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,0.022,0.004,< LOD,0.006,< LOD,0.002,< LOD,0.002,< LOD,0.002
117,6/1/2007 2:18,Mining,124.01,%,Final,,SA050,SA050,371389.7177,7217627.989,A,undetermined,0.261,0,2.944,0,0,0,0.016,0,< LOD,0.196,0.138,0.035,91.164,0.049,3.713,0.061,0.802,0.021,0.09,0.008,0.062,0.003,0.797,0.021,0.514,0.026,0.285,0.006,0.007,0.003,0.011,0.002,0.072,0.008,2.288,0.024,< LOD,0.009,< LOD,0.004,< LOD,0.002,0.003,0.001,< LOD,0.002,< LOD,0.002,0.002,0.001,< LOD,0.002,0.024,0.001,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,0.023,0.004,< LOD,0.005,< LOD,0.002,< LOD,0.002,< LOD,0.002
118,6/1/2007 2:23,Mining,122.14,%,Final,,SA051,SA051,371389.7553,7217626.073,A,undetermined,0.347,0,3.63,0,0,0,0.015,0,< LOD,0.234,0.184,0.039,90.455,0.05,3.349,0.06,0.804,0.021,0.1,0.009,0.07,0.004,0.885,0.024,0.846,0.034,0.283,0.007,0.01,0.003,0.01,0.003,0.125,0.009,2.821,0.027,< LOD,0.01,< LOD,0.004,< LOD,0.003,0.006,0.001,< LOD,0.002,< LOD,0.002,0.003,0.001,0.002,0.001,0.024,0.001,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,0.019,0.004,< LOD,0.005,< LOD,0.002,< LOD,0.002,< LOD,0.002
119,6/1/2007 2:35,Mining,120.66,%,Final,,SA052,SA052,371389.7419,7217624.057,A,undetermined,0.344,0,3.568,0,0,0,0.013,0,< LOD,0.237,0.182,0.039,90.243,0.052,3.213,0.06,0.796,0.022,0.101,0.009,0.094,0.004,1.156,0.026,0.998,0.037,0.259,0.007,0.011,0.003,0.009,0.003,0.103,0.009,2.773,0.028,< LOD,0.01,< LOD,0.004,< LOD,0.003,0.006,0.001,< LOD,0.002,< LOD,0.002,0.003,0.001,0.002,0.001,0.023,0.001,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,0.026,0.004,< LOD,0.005,< LOD,0.002,< LOD,0.002,< LOD,0.002
120,6/1/2007 2:39,Mining,121.89,%,Final,,SA053,SA053,371389.7742,7217622.115,A,midden_1,0.434,0,3.112,0,0,0,0.012,0,< LOD,0.293,0.23,0.049,86.958,0.071,3.131,0.064,0.751,0.023,0.082,0.009,0.056,0.004,0.736,0.021,5.223,0.073,0.231,0.006,0.007,0.003,0.008,0.003,0.095,0.009,2.419,0.026,< LOD,0.01,< LOD,0.004,< LOD,0.002,0.006,0.001,< LOD,0.002,< LOD,0.002,0.002,0.001,0.007,0.001,0.027,0.001,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,0.028,0.004,< LOD,0.005,< LOD,0.002,< LOD,0.002,< LOD,0.002
121,6/1/2007 2:45,Mining,123.41,%,Final,,SA054,SA054,371389.843,7217620.039,A,midden_1,0.269,0,3.29,0,0,0,0.011,0,< LOD,0.417,0.143,0.054,84.357,0.082,2.236,0.058,0.719,0.024,0.081,0.01,0.054,0.004,0.657,0.021,8.772,0.094,0.215,0.007,0.009,0.003,0.007,0.003,0.118,0.009,2.557,0.027,< LOD,0.01,< LOD,0.004,0.002,0.001,0.007,0.001,< LOD,0.002,< LOD,0.002,0.002,0.001,0.01,0.001,0.025,0.001,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,0.024,0.004,< LOD,0.005,< LOD,0.002,< LOD,0.002,< LOD,0.002
122,6/1/2007 2:51,Mining,123.2,%,Final,,SA055,SA055,371391.8142,7217619.988,A,undetermined,0.284,0,3.38,0,0,0,0.012,0,< LOD,0.274,0.15,0.045,87.893,0.065,2.814,0.06,0.771,0.023,0.094,0.009,0.061,0.004,0.802,0.022,4.379,0.068,0.228,0.007,0.005,0.003,0.008,0.003,0.102,0.009,2.627,0.027,< LOD,0.01,< LOD,0.004,< LOD,0.003,0.006,0.001,< LOD,0.002,< LOD,0.002,0.002,0.001,0.005,0.001,0.024,0.001,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,0.025,0.004,< LOD,0.005,< LOD,0.002,< LOD,0.002,< LOD,0.002
123,6/1/2007 2:55,Mining,122.18,%,Final,,SA056,SA056,371391.7853,7217621.968,A,undetermined,0.397,0,3.369,0,0,0,0.012,0,< LOD,0.294,0.21,0.041,89.841,0.056,3.479,0.061,0.829,0.022,0.102,0.009,0.058,0.003,0.806,0.021,1.628,0.042,0.25,0.006,0.01,0.003,0.008,0.002,0.099,0.009,2.619,0.026,< LOD,0.01,< LOD,0.004,< LOD,0.002,0.005,0.001,< LOD,0.002,< LOD,0.002,0.002,0.001,0.003,0.001,0.027,0.001,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,0.022,0.004,< LOD,0.005,< LOD,0.002,< LOD,0.002,< LOD,0.002
124,6/1/2007 3:02,Mining,123.02,%,Final,,SA057,SA057,371391.6297,7217624.032,A,undetermined,0.38,0,3.868,0,0,0,0.011,0,< LOD,0.255,0.201,0.039,90.421,0.052,3.199,0.058,0.807,0.021,0.104,0.009,0.064,0.003,0.837,0.023,0.897,0.035,0.257,0.007,0.011,0.003,0.008,0.003,0.128,0.009,3.007,0.028,< LOD,0.01,< LOD,0.004,< LOD,0.002,0.006,0.001,< LOD,0.002,< LOD,0.002,0.003,0.001,0.002,0.001,0.023,0.001,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,0.021,0.004,< LOD,0.005,< LOD,0.002,< LOD,0.002,< LOD,0.002
125,6/1/2007 3:05,Mining,123.46,%,Final,,SA058,SA058,371391.7233,7217626.02,A,undetermined,0.387,0,3.663,0,0,0,0.011,0,< LOD,0.295,0.205,0.038,90.479,0.05,3.632,0.061,0.809,0.021,0.089,0.008,0.058,0.003,0.817,0.023,0.614,0.03,0.272,0.007,0.008,0.003,0.008,0.003,0.105,0.009,2.848,0.027,< LOD,0.01,< LOD,0.004,< LOD,0.002,0.004,0.001,< LOD,0.002,< LOD,0.002,0.003,0.001,0.002,0.001,0.024,0.001,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,0.022,0.004,< LOD,0.005,< LOD,0.002,< LOD,0.002,< LOD,0.002
126,6/1/2007 3:11,Mining,123.5,%,Final,,SA059,SA059,371391.7915,7217628.004,A,undetermined,0.293,0,3.606,0,0,0,0.014,0,< LOD,0.251,0.155,0.037,90.596,0.051,3.665,0.061,0.818,0.021,0.088,0.008,0.062,0.003,0.868,0.022,0.474,0.026,0.289,0.007,0.011,0.003,0.01,0.003,0.101,0.008,2.803,0.027,< LOD,0.01,< LOD,0.004,< LOD,0.002,0.004,0.001,< LOD,0.002,< LOD,0.002,0.003,0.001,0.002,0.001,0.024,0.001,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,0.026,0.004,< LOD,0.005,< LOD,0.002,< LOD,0.002,< LOD,0.002
127,6/1/2007 3:16,Mining,121.47,%,Final,,SA060,SA060,371391.8225,7217629.948,A,undetermined,0.251,0,2.725,0,0,0,0.004,0,< LOD,0.211,0.133,0.034,91.614,0.047,3.795,0.061,0.778,0.02,0.084,0.008,0.06,0.003,0.68,0.019,0.376,0.022,0.246,0.006,0.007,0.002,< LOD,0.003,0.06,0.008,2.118,0.024,< LOD,0.009,< LOD,0.004,< LOD,0.002,0.003,0.001,< LOD,0.002,< LOD,0.002,0.002,0.001,< LOD,0.002,0.024,0.001,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,0.016,0.003,< LOD,0.005,< LOD,0.002,< LOD,0.002,< LOD,0.002
128,6/1/2007 0:03,Mining,122.76,%,Final,,SA061,SA061,371393.9444,7217630.052,A,undetermined,0.222,0,3.738,0,0,0,0.015,0,< LOD,0.268,0.117,0.036,90.58,0.049,3.354,0.06,0.797,0.021,0.093,0.009,0.06,0.003,0.899,0.023,0.707,0.031,0.279,0.007,0.012,0.003,0.01,0.003,0.131,0.009,2.905,0.028,< LOD,0.01,< LOD,0.004,< LOD,0.002,0.006,0.001,< LOD,0.002,< LOD,0.002,0.003,0.001,0.002,0.001,0.02,0.001,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,0.021,0.003,< LOD,0.005,< LOD,0.002,< LOD,0.002,< LOD,0.002
129,6/1/2007 0:11,Mining,127.34,%,Final,,SA062,SA062,371393.832,7217627.969,A,undetermined,0.303,0,3.54,0,0,0,0.01,0,< LOD,0.308,0.16,0.036,90.568,0.048,3.747,0.061,0.82,0.021,0.093,0.008,0.057,0.003,0.801,0.022,0.551,0.027,0.282,0.007,0.008,0.003,0.007,0.002,0.088,0.008,2.752,0.025,< LOD,0.009,< LOD,0.004,< LOD,0.002,0.004,0.001,< LOD,0.002,< LOD,0.002,0.002,0.001,0.002,0.001,0.028,0.001,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,0.028,0.004,< LOD,0.004,< LOD,0.002,< LOD,0.002,< LOD,0.002
130,6/1/2007 0:16,Mining,122.31,%,Final,,SA063,SA063,371393.746,7217626.031,A,undetermined,0.28,0,3.727,0,0,0,0.012,0,< LOD,0.236,0.148,0.037,90.377,0.051,3.522,0.061,0.794,0.021,0.09,0.008,0.052,0.003,0.806,0.022,0.835,0.033,0.288,0.007,0.009,0.003,0.008,0.003,0.101,0.009,2.897,0.028,< LOD,0.011,< LOD,0.004,< LOD,0.002,0.006,0.001,< LOD,0.002,< LOD,0.002,0.003,0.001,0.002,0.001,0.034,0.001,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,0.024,0.004,< LOD,0.005,< LOD,0.002,< LOD,0.002,< LOD,0.002
131,6/1/2007 0:22,Mining,122.93,%,Final,,SA064,SA064,371393.6352,7217624.187,A,undetermined,0.404,0,3.527,0,0,0,0.014,0,< LOD,0.413,0.214,0.039,90.32,0.052,3.745,0.063,0.787,0.021,0.095,0.008,0.057,0.003,0.808,0.022,0.778,0.032,0.275,0.007,0.009,0.003,0.009,0.003,0.101,0.009,2.742,0.028,< LOD,0.01,< LOD,0.004,< LOD,0.002,0.005,0.001,< LOD,0.002,< LOD,0.002,0.003,0.001,0.002,0.001,0.024,0.001,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,0.025,0.004,< LOD,0.005,< LOD,0.002,< LOD,0.002,< LOD,0.002
132,6/1/2007 0:28,Mining,122.37,%,Final,,SA065,SA065,371393.8626,7217622.01,A,undetermined,0.325,0,3.666,0,0,0,0.014,0,< LOD,0.221,0.172,0.038,90.641,0.053,3.3,0.059,0.796,0.021,0.093,0.009,0.061,0.003,0.815,0.022,0.831,0.033,0.257,0.007,0.009,0.003,0.009,0.003,0.101,0.009,2.85,0.028,< LOD,0.01,< LOD,0.004,< LOD,0.002,0.005,0.001,< LOD,0.002,< LOD,0.002,0.003,0.001,0.002,0.001,0.029,0.001,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,0.024,0.004,< LOD,0.005,< LOD,0.002,< LOD,0.002,< LOD,0.002
133,6/1/2007 0:34,Mining,123.42,%,Final,,SA066,SA066,371393.8467,7217619.986,A,undetermined,0.316,0,3.59,0,0,0,0.017,0,< LOD,0.288,0.167,0.04,90.096,0.053,3.238,0.06,0.818,0.022,0.107,0.009,0.059,0.004,0.892,0.024,1.345,0.042,0.287,0.007,0.011,0.003,0.011,0.003,0.108,0.009,2.79,0.028,< LOD,0.011,< LOD,0.004,< LOD,0.003,0.005,0.001,< LOD,0.002,< LOD,0.002,0.003,0.001,0.003,0.001,0.026,0.001,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,0.03,0.004,< LOD,0.005,< LOD,0.002,< LOD,0.002,< LOD,0.002
